Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
OPS 3148,3889,1969-036A,"April 13, 1969",1434.3,49.8° W,TRACK IT,-49.8,OPS 3148,United States,49.8° W,-0.904827,-0.131573,TRUE
SAKURA 1A (CS-1A),10516,1977-118A,"December 15, 1977",1455.8,49.6° W,TRACK IT,-49.6,SAKURA 1A (CS-1A),Japan,49.6° W,-0.903335,-0.132548,TRUE
EUTELSAT 1-F1 (ECS 1),14128,1983-058A,"June 16, 1983",1456.4,49.6° W,TRACK IT,-49.6,EUTELSAT 1-F1 (ECS 1),Europe,49.6° W,-0.903335,-0.132548,TRUE
GALAXY 27 (TELSTAR 7),25922,1999-052A,"September 25, 1999",1454.3,49.1° W,TRACK IT,-49.1,GALAXY 27 (TELSTAR 7),Intelsat,49.1° W,-0.899558,-0.134979,TRUE
GALAXY 4R,26298,2000-020A,"April 19, 2000",1442.3,48.7° W,TRACK IT,-48.7,GALAXY 4R,United States,48.7° W,-0.896486,-0.136917,TRUE
ESTRELA DU SOL-TELSTAR14,28137,2004-001A,"January 11, 2004",1457,48.1° W,TRACK IT,-48.1,ESTRELA DU SOL-TELSTAR14,United States / Brazil,48.1° W,-0.891798,-0.139810,TRUE
TDRS 3,19548,1988-091B,"September 29, 1988",1436.1,47.9° W,TRACK IT,-47.9,TDRS 3,United States,47.9° W,-0.890213,-0.140771,TRUE
SES 14,43175,2018-012B,"January 25, 2018",1436.2,47.5° W,TRACK IT,-47.5,SES 14,SES,47.5° W,-0.887011,-0.142688,TRUE
ASTRA 3A,27400,2002-015B,"March 29, 2002",1436.1,47° W,TRACK IT,-47,ASTRA 3A,SES,47° W,-0.882948,-0.145075,TRUE
DFH-3 1,23415,1994-080A,"November 29, 1994",1426.2,46.3° W,TRACK IT,-46.3,DFH-3 1,China,46.3° W,-0.877146,-0.148397,TRUE
FENGYUN 2C,28451,2004-042A,"October 19, 2004",1468.1,45.3° W,TRACK IT,-45.3,FENGYUN 2C,China,45.3° W,-0.868632,-0.153105,TRUE
TDRS 6,22314,1993-003B,"January 13, 1993",1436.2,45° W,TRACK IT,-45,TDRS 6,United States,45° W,-0.866025,-0.154508,TRUE
INTELSAT 14,36097,2009-064A,"November 23, 2009",1436.1,45° W,TRACK IT,-45,INTELSAT 14,Intelsat,45° W,-0.866025,-0.154508,TRUE
ARABSAT 1A,15560,1985-015A,"February 8, 1985",1434,44.9° W,TRACK IT,-44.9,ARABSAT 1A,Arabsat,44.9° W,-0.865151,-0.154975,TRUE
ECHOSTAR 23,42070,2017-014A,"March 16, 2017",1436.1,44.9° W,TRACK IT,-44.9,ECHOSTAR 23,United States,44.9° W,-0.865151,-0.154975,TRUE
OPS 6157,6691,1973-040A,"June 12, 1973",1442.8,44.9° W,TRACK IT,-44.9,OPS 6157,United States,44.9° W,-0.865151,-0.154975,TRUE
EUTELSAT W3B,37206,2010-056A,"October 28, 2010",579.7,44.2° W,TRACK IT,-44.2,EUTELSAT W3B,Europe,44.2° W,-0.858960,-0.158230,TRUE
ETS 8,29656,2006-059A,"December 18, 2006",1454.4,44.2° W,TRACK IT,-44.2,ETS 8,Japan,44.2° W,-0.858960,-0.158230,TRUE
OPTUS A2 (AUSSAT 2),16275,1985-109C,"November 27, 1985",1440.7,44° W,TRACK IT,-44,OPTUS A2 (AUSSAT 2),Australia,44° W,-0.857167,-0.159156,TRUE
SATCOM 1R,13984,1983-030A,"April 11, 1983",1442,44° W,TRACK IT,-44,SATCOM 1R,United States,44° W,-0.857167,-0.159156,TRUE
EUTE 33A (EB 3),27948,2003-043A,"September 27, 2003",1456.2,43.7° W,TRACK IT,-43.7,EUTE 33A (EB 3),Europe,43.7° W,-0.854459,-0.160540,TRUE
INTELSAT 32E (SKY BRASIL 1),41945,2017-007B,"February 14, 2017",1436.2,43.2° W,TRACK IT,-43.2,INTELSAT 32E (SKY BRASIL 1),Intelsat,43.2° W,-0.849893,-0.162838,TRUE
INTELSAT 11 (PAS 11),32253,2007-044B,"October 5, 2007",1436.1,43° W,TRACK IT,-43,INTELSAT 11 (PAS 11),Intelsat,43° W,-0.848048,-0.163754,TRUE
USA 170,27875,2003-040A,"August 29, 2003",1436.1,42.3° W,TRACK IT,-42.3,USA 170,United States,42.3° W,-0.841511,-0.166943,TRUE
PAS 1,19217,1988-051C,"June 15, 1988",1448.8,41.5° W,TRACK IT,-41.5,PAS 1,United States,41.5° W,-0.833886,-0.170558,TRUE
TDRS-12,39504,2014-004A,"January 23, 2014",1436.1,40.9° W,TRACK IT,-40.9,TDRS-12,United States,40.9° W,-0.828060,-0.173247,TRUE
PALAPA 1,9009,1976-066A,"July 8, 1976",1438.6,40.8° W,TRACK IT,-40.8,PALAPA 1,Indonesia,40.8° W,-0.827081,-0.173693,TRUE
TDRS 4,19883,1989-021B,"March 13, 1989",1462.2,40.5° W,TRACK IT,-40.5,TDRS 4,United States,40.5° W,-0.824126,-0.175029,TRUE
SES-6,39172,2013-026A,"June 3, 2013",1436.1,40.5° W,TRACK IT,-40.5,SES-6,SES,40.5° W,-0.824126,-0.175029,TRUE
EXPRESS MD2,38745,2012-044B,"August 6, 2012",131.2,40° W,TRACK IT,-40,EXPRESS MD2,Russia,40° W,-0.819152,-0.177245,TRUE
RADUGA 1-6,26936,2001-045A,"October 6, 2001",1473.2,38.8° W,TRACK IT,-38.8,RADUGA 1-6,Russia,38.8° W,-0.806960,-0.182507,TRUE
USA 99,22988,1994-009A,"February 7, 1994",1436.1,38.6° W,TRACK IT,-38.6,USA 99,United States,38.6° W,-0.804894,-0.183377,TRUE
TELSTAR 11N,34111,2009-009A,"February 26, 2009",1436.1,37.5° W,TRACK IT,-37.5,TELSTAR 11N,Canada,37.5° W,-0.793353,-0.188118,TRUE
NSS 10 (AMC-12),28526,2005-003A,"February 3, 2005",1436.1,37.4° W,TRACK IT,-37.4,NSS 10 (AMC-12),SES,37.4° W,-0.792290,-0.188545,TRUE
INTELSAT 704,23461,1995-001A,"January 10, 1995",1451.9,36.1° W,TRACK IT,-36.1,INTELSAT 704,Intelsat,36.1° W,-0.778243,-0.194051,TRUE
HISPASAT 36W-1,41942,2017-006A,"January 28, 2017",1436.1,36° W,TRACK IT,-36,HISPASAT 36W-1,Spain,36° W,-0.777146,-0.194471,TRUE
HGS-1 (ASIASAT 3),25126,1997-086A,"December 24, 1997",1435.8,35.8° W,TRACK IT,-35.8,HGS-1 (ASIASAT 3),United States,35.8° W,-0.774944,-0.195308,TRUE
KALPANA 1 (METSAT 1),27525,2002-043A,"September 12, 2002",1464.3,34.6° W,TRACK IT,-34.6,KALPANA 1 (METSAT 1),India,34.6° W,-0.761538,-0.200280,TRUE
INTELSAT 35E,42818,2017-041A,"July 5, 2017",1436.1,34.5° W,TRACK IT,-34.5,INTELSAT 35E,Intelsat,34.5° W,-0.760406,-0.200690,TRUE
CHINASAT 22,26058,2000-003A,"January 25, 2000",1479.6,34.2° W,TRACK IT,-34.2,CHINASAT 22,China,34.2° W,-0.756995,-0.201918,TRUE
SKYNET 4F,26695,2001-005B,"February 7, 2001",1436.1,33.6° W,TRACK IT,-33.6,SKYNET 4F,United Kingdom,33.6° W,-0.750111,-0.204357,TRUE
ATS 5,4068,1969-069A,"August 12, 1969",1447.3,33.2° W,TRACK IT,-33.2,ATS 5,United States,33.2° W,-0.745476,-0.205970,TRUE
BRAZILSAT B2,23536,1995-016A,"March 28, 1995",1451,31.8° W,TRACK IT,-31.8,BRAZILSAT B2,Brazil,31.8° W,-0.728969,-0.211537,TRUE
INTELSAT 25(PROTOSTAR 1),33153,2008-034A,"July 7, 2008",1436.1,31.5° W,TRACK IT,-31.5,INTELSAT 25(PROTOSTAR 1),Intelsat,31.5° W,-0.725374,-0.212713,TRUE
INTELSAT 903,27403,2002-016A,"March 30, 2002",1436.1,31.5° W,TRACK IT,-31.5,INTELSAT 903,Intelsat,31.5° W,-0.725374,-0.212713,TRUE
HISPASAT 1D,27528,2002-044A,"September 18, 2002",1436.1,30.1° W,TRACK IT,-30.1,HISPASAT 1D,Spain,30.1° W,-0.708340,-0.218126,TRUE
SPAINSAT,28945,2006-007A,"March 11, 2006",1436.1,30° W,TRACK IT,-30,SPAINSAT,Spain,30° W,-0.707107,-0.218508,TRUE
HISPASAT 1E,37264,2010-070A,"December 29, 2010",1436.1,30° W,TRACK IT,-30,HISPASAT 1E,Spain,30° W,-0.707107,-0.218508,TRUE
INTELSAT 901,26824,2001-024A,"June 9, 2001",1436.1,29.5° W,TRACK IT,-29.5,INTELSAT 901,Intelsat,29.5° W,-0.700909,-0.220407,TRUE
TELSTAR 302,15237,1984-093D,"August 30, 1984",1443.1,28.1° W,TRACK IT,-28.1,TELSTAR 302,United States,28.1° W,-0.683274,-0.225633,TRUE
INTELSAT 907,27683,2003-007A,"February 15, 2003",1436.1,27.5° W,TRACK IT,-27.5,INTELSAT 907,Intelsat,27.5° W,-0.675590,-0.227831,TRUE
MTSAT-1R,28622,2005-006A,"February 26, 2005",1455.8,26.1° W,TRACK IT,-26.1,MTSAT-1R,Japan,26.1° W,-0.657375,-0.232864,TRUE
GSAT 2,27807,2003-018A,"May 8, 2003",1442.1,25.9° W,TRACK IT,-25.9,GSAT 2,India,25.9° W,-0.654741,-0.233572,TRUE
GORIZONT 33,26372,2000-029A,"June 6, 2000",1436.6,25.7° W,TRACK IT,-25.7,GORIZONT 33,Russia,25.7° W,-0.652098,-0.234276,TRUE
ALCOMSAT 1,43039,2017-078A,"December 10, 2017",1436.1,24.8° W,TRACK IT,-24.8,ALCOMSAT 1,Algeria,24.8° W,-0.640110,-0.237413,TRUE
INTELSAT 905,27438,2002-027A,"June 5, 2002",1436.1,24.5° W,TRACK IT,-24.5,INTELSAT 905,Intelsat,24.5° W,-0.636078,-0.238445,TRUE
COSMOS 2054,20391,1989-101A,"December 27, 1989",1435.8,24.3° W,TRACK IT,-24.3,COSMOS 2054,Russia,24.3° W,-0.633381,-0.239130,TRUE
AFRICASAT 1 (MEASAT 1),23765,1996-002B,"January 12, 1996",1453.6,22.6° W,TRACK IT,-22.6,AFRICASAT 1 (MEASAT 1),Malaysia,22.6° W,-0.610145,-0.244831,TRUE
OPS 7641,14930,1984-037A,"April 14, 1984",1459.3,22.4° W,TRACK IT,-22.4,OPS 7641,United States,22.4° W,-0.607376,-0.245488,TRUE
INMARSAT 2-F1,20918,1990-093A,"October 30, 1990",1456.3,22.2° W,TRACK IT,-22.2,INMARSAT 2-F1,Inmarsat,22.2° W,-0.604599,-0.246141,TRUE
SES 4,38087,2012-007A,"February 14, 2012",1436.1,22° W,TRACK IT,-22,SES 4,SES,22° W,-0.601815,-0.246792,TRUE
AL YAH 3,43174,2018-012A,"January 25, 2018",1436.1,20.1° W,TRACK IT,-20.1,AL YAH 3,United Arab Emirates,20.1° W,-0.575005,-0.252822,TRUE
OPS 2112,8916,1976-059A,"June 26, 1976",1447.8,20° W,TRACK IT,-20,OPS 2112,United States,20° W,-0.573576,-0.253132,TRUE
NSS 7,27414,2002-019A,"April 16, 2002",1436.1,20° W,TRACK IT,-20,NSS 7,SES,20° W,-0.573576,-0.253132,TRUE
ANIK E2,21222,1991-026A,"April 4, 1991",1452.6,19.2° W,TRACK IT,-19.2,ANIK E2,Canada,19.2° W,-0.562083,-0.255582,TRUE
BS-2B (YURI 2B),16597,1986-016A,"February 12, 1986",1450.2,18.3° W,TRACK IT,-18.3,BS-2B (YURI 2B),Japan,18.3° W,-0.549023,-0.258279,TRUE
INTELSAT-37E,42950,2017-059A,"September 29, 2017",1436.1,18° W,TRACK IT,-18,INTELSAT-37E,Intelsat,18° W,-0.544639,-0.259163,TRUE
SKYNET 5C,33055,2008-030A,"June 12, 2008",1436.1,17.8° W,TRACK IT,-17.8,SKYNET 5C,United Kingdom,17.8° W,-0.541708,-0.259749,TRUE
INSAT 2C,23731,1995-067B,"December 6, 1995",1443,17.3° W,TRACK IT,-17.3,INSAT 2C,India,17.3° W,-0.534352,-0.261200,TRUE
LUCH 5B,38977,2012-061A,"November 2, 2012",1436.1,16.2° W,TRACK IT,-16.2,LUCH 5B,Russia,16.2° W,-0.518027,-0.264322,TRUE
MUOS 3,40374,2015-002A,"January 21, 2015",1436.1,15.3° W,TRACK IT,-15.3,MUOS 3,United States,15.3° W,-0.504528,-0.266804,TRUE
FLTSATCOM 8 (USA 46),20253,1989-077A,"September 25, 1989",1436.1,15.3° W,TRACK IT,-15.3,FLTSATCOM 8 (USA 46),United States,15.3° W,-0.504528,-0.266804,TRUE
TELSTAR 12V,41036,2015-068A,"November 24, 2015",1436.1,15° W,TRACK IT,-15,TELSTAR 12V,Canada,15° W,-0.500000,-0.267617,TRUE
SATMEX 5,25558,1998-070A,"December 6, 1998",1458.6,14.9° W,TRACK IT,-14.9,SATMEX 5,Europe,14.9° W,-0.498488,-0.267886,TRUE
LUCH,23426,1994-082A,"December 16, 1994",1436.2,14.3° W,TRACK IT,-14.3,LUCH,Russia,14.3° W,-0.489382,-0.269484,TRUE
SATCOM 2,8774,1976-029A,"March 26, 1976",1460.1,14.2° W,TRACK IT,-14.2,SATCOM 2,United States,14.2° W,-0.487860,-0.269748,TRUE
EXPRESS AM-8,40895,2015-048A,"September 14, 2015",1436.1,14° W,TRACK IT,-14,EXPRESS AM-8,Russia,14° W,-0.484810,-0.270272,TRUE
GSAT 3 (EDUSAT),28417,2004-036A,"September 20, 2004",1450.6,13.6° W,TRACK IT,-13.6,GSAT 3 (EDUSAT),India,13.6° W,-0.478692,-0.271312,TRUE
COSMOS 2473,37806,2011-048A,"September 20, 2011",1436.1,13.5° W,TRACK IT,-13.5,COSMOS 2473,Russia,13.5° W,-0.477159,-0.271569,TRUE
ECHOSTAR 6,26402,2000-038A,"July 14, 2000",1457.6,13.2° W,TRACK IT,-13.2,ECHOSTAR 6,United States,13.2° W,-0.472551,-0.272338,TRUE
AMC-5 (GE-5),25516,1998-063B,"October 28, 1998",1449.6,12.7° W,TRACK IT,-12.7,AMC-5 (GE-5),SES,12.7° W,-0.464842,-0.273602,TRUE
EUTE 8 WEST A (AB 2),26927,2001-042A,"September 25, 2001",1436.1,12.5° W,TRACK IT,-12.5,EUTE 8 WEST A (AB 2),Europe,12.5° W,-0.461749,-0.274101,TRUE
INMARSAT 2-F3,21814,1991-084B,"December 16, 1991",1499,12.4° W,TRACK IT,-12.4,INMARSAT 2-F3,Inmarsat,12.4° W,-0.460200,-0.274350,TRUE
WGS F3 (USA 211),36108,2009-068A,"December 6, 2009",1436.1,12° W,TRACK IT,-12,WGS F3 (USA 211),United States,12° W,-0.453990,-0.275336,TRUE
TDRS 13,42915,2017-047A,"August 18, 2017",1436.1,11.5° W,TRACK IT,-11.5,TDRS 13,United States,11.5° W,-0.446198,-0.276550,TRUE
EKRAN 14,15626,1985-024A,"March 22, 1985",1519,11.5° W,TRACK IT,-11.5,EKRAN 14,Russia,11.5° W,-0.446198,-0.276550,TRUE
EXPRESS AM-44,33595,2009-007A,"February 11, 2009",1436.1,11° W,TRACK IT,-11,EXPRESS AM-44,Russia,11° W,-0.438371,-0.277743,TRUE
EXPRESS AM-1,28463,2004-043A,"October 29, 2004",1451.6,9° W,TRACK IT,-9,EXPRESS AM-1,Russia,9° W,-0.406737,-0.282301,TRUE
EUTELSAT 8 WEST B,40875,2015-039B,"August 20, 2015",1436.1,8° W,TRACK IT,-8,EUTELSAT 8 WEST B,Europe,8° W,-0.390731,-0.284452,TRUE
GOES 9,23581,1995-025A,"May 23, 1995",1457.5,7.6° W,TRACK IT,-7.6,GOES 9,United States,7.6° W,-0.384295,-0.285288,TRUE
EUTE 7 WEST A (AB 7),37816,2011-051A,"September 24, 2011",1436.1,7.3° W,TRACK IT,-7.3,EUTE 7 WEST A (AB 7),Europe,7.3° W,-0.379456,-0.285906,TRUE
NILESAT 201,36830,2010-037A,"August 4, 2010",1436.1,7° W,TRACK IT,-7,NILESAT 201,Egypt,7° W,-0.374607,-0.286516,TRUE
TELECOM 2B,21939,1992-021A,"April 15, 1992",1446.9,5.6° W,TRACK IT,-5.6,TELECOM 2B,France,5.6° W,-0.351842,-0.289258,TRUE
COSMOS 2224,22269,1992-088A,"December 17, 1992",1436.3,5.5° W,TRACK IT,-5.5,COSMOS 2224,Russia,5.5° W,-0.350207,-0.289448,TRUE
DUMMY SAT 2/BREEZE-M,40355,2014-085A,"December 23, 2014",1530.9,5.2° W,TRACK IT,-5.2,DUMMY SAT 2/BREEZE-M,Russia,5.2° W,-0.345298,-0.290010,TRUE
SYRACUSE 3B,29273,2006-033B,"August 11, 2006",1436.1,5.2° W,TRACK IT,-5.2,SYRACUSE 3B,France,5.2° W,-0.345298,-0.290010,TRUE
EUTE 5 WEST A (STELLAT5),27460,2002-035A,"July 5, 2002",1436,4.9° W,TRACK IT,-4.9,EUTE 5 WEST A (STELLAT5),Europe,4.9° W,-0.340380,-0.290565,TRUE
AMOS 3,32794,2008-022A,"April 28, 2008",1436.1,4.1° W,TRACK IT,-4.1,AMOS 3,Israel,4.1° W,-0.327218,-0.292005,TRUE
THOR 3,25358,1998-035A,"June 10, 1998",1436.1,4.1° W,TRACK IT,-4.1,THOR 3,Norway,4.1° W,-0.327218,-0.292005,TRUE
ASIASAT 8,40107,2014-046A,"August 5, 2014",1436.1,3.9° W,TRACK IT,-3.9,ASIASAT 8,AsiaSat,3.9° W,-0.323917,-0.292356,TRUE
ABS 3A,40424,2015-010A,"March 2, 2015",1436.1,3° W,TRACK IT,-3,ABS 3A,China,3° W,-0.309017,-0.293893,TRUE
OPS 0757 (TACSAT),3691,1969-013A,"February 9, 1969",1434.2,2.9° W,TRACK IT,-2.9,OPS 0757 (TACSAT),United States,2.9° W,-0.307357,-0.294059,TRUE
LEASAT 2,15236,1984-093C,"August 30, 1984",1477.6,1.9° W,TRACK IT,-1.9,LEASAT 2,United States,1.9° W,-0.290702,-0.295672,TRUE
INTELSAT 1002,28358,2004-022A,"June 16, 2004",1436.1,1° W,TRACK IT,-1,INTELSAT 1002,Intelsat,1° W,-0.275637,-0.297046,TRUE
SKYNET 4E,25639,1999-009B,"February 26, 1999",1436,0.9° W,TRACK IT,-0.9,SKYNET 4E,United Kingdom,0.9° W,-0.273959,-0.297194,TRUE
THOR 6,36033,2009-058B,"October 29, 2009",1436.1,0.9° W,TRACK IT,-0.9,THOR 6,Norway,0.9° W,-0.273959,-0.297194,TRUE
THOR 5,32487,2008-006A,"February 11, 2008",1436.1,0.7° W,TRACK IT,-0.7,THOR 5,Norway,0.7° W,-0.270600,-0.297488,TRUE
THOR 7,40613,2015-022A,"April 26, 2015",1436.1,0.6° W,TRACK IT,-0.6,THOR 7,Norway,0.6° W,-0.268920,-0.297634,TRUE
MSG 4,40732,2015-034A,"July 15, 2015",1436.1,0.4° W,TRACK IT,-0.4,MSG 4,Europe,0.4° W,-0.265556,-0.297922,TRUE
THOR 1 (MARCOPOLO 2),20762,1990-074A,"August 18, 1990",1451.4,0.1° W,TRACK IT,-0.1,THOR 1 (MARCOPOLO 2),Norway,0.1° W,-0.260505,-0.298347,TRUE
BULGARIASAT-1,42801,2017-038A,"June 23, 2017",1436.1,1.9° E,TRACK IT,1.9,BULGARIASAT-1,Bulgaria,1.9° E,-0.226651,-0.300975,TRUE
INTELSAT 511,15873,1985-055A,"June 30, 1985",1438.4,2.5° E,TRACK IT,2.5,INTELSAT 511,Intelsat,2.5° E,-0.216440,-0.301692,TRUE
OPS 1948,11558,1979-086A,"October 1, 1979",1437.8,2.5° E,TRACK IT,2.5,OPS 1948,United States,2.5° E,-0.216440,-0.301692,TRUE
RASCOM QAF 1R,36831,2010-037B,"August 4, 2010",1436.1,2.9° E,TRACK IT,2.9,RASCOM QAF 1R,RASCOM,2.9° E,-0.209619,-0.302152,TRUE
EUTE 3B,39773,2014-030A,"May 26, 2014",1436.1,3.1° E,TRACK IT,3.1,EUTE 3B,Europe,3.1° E,-0.206204,-0.302376,TRUE
METEOSAT 9 (MSG 2),28912,2005-049B,"December 21, 2005",1436,3.4° E,TRACK IT,3.4,METEOSAT 9 (MSG 2),Europe,3.4° E,-0.201078,-0.302705,TRUE
GSTAR 2,16649,1986-026A,"March 28, 1986",1442.8,3.8° E,TRACK IT,3.8,GSTAR 2,United States,3.8° E,-0.194234,-0.303132,TRUE
AEHF 1 (USA 214),36868,2010-039A,"August 14, 2010",1436,4° E,TRACK IT,4,AEHF 1 (USA 214),United States,4° E,-0.190809,-0.303339,TRUE
GOES 8,23051,1994-022A,"April 13, 1994",1455.9,4.1° E,TRACK IT,4.1,GOES 8,United States,4.1° E,-0.189095,-0.303442,TRUE
ASTRA 4A (SIRIUS 4),32299,2007-057A,"November 17, 2007",1436.1,4.8° E,TRACK IT,4.8,ASTRA 4A (SIRIUS 4),SES,4.8° E,-0.177085,-0.304133,TRUE
SIRIUS W (MARCOPOLO 1),20193,1989-067A,"August 27, 1989",1451.8,4.9° E,TRACK IT,4.9,SIRIUS W (MARCOPOLO 1),Sweden,4.9° E,-0.175367,-0.304228,TRUE
SES 5,38652,2012-036A,"July 9, 2012",1436.1,5° E,TRACK IT,5,SES 5,SES,5° E,-0.173648,-0.304322,TRUE
ASTRA 2D,26638,2000-081A,"December 20, 2000",1436.1,5.3° E,TRACK IT,5.3,ASTRA 2D,SES,5.3° E,-0.168489,-0.304599,TRUE
WGS F1 (USA 195),32258,2007-046A,"October 11, 2007",1436.1,6° E,TRACK IT,6,WGS F1 (USA 195),United States,6° E,-0.156434,-0.305212,TRUE
TELECOM 1C,18952,1988-018B,"March 11, 1988",1470,6.4° E,TRACK IT,6.4,TELECOM 1C,France,6.4° E,-0.149535,-0.305543,TRUE
EUTE 3D,39163,2013-022A,"May 14, 2013",1436.1,7° E,TRACK IT,7,EUTE 3D,Europe,7° E,-0.139173,-0.306010,TRUE
EUTE 7A (EUTE W3A),28187,2004-008A,"March 15, 2004",1436.1,7° E,TRACK IT,7,EUTE 7A (EUTE W3A),Europe,7° E,-0.139173,-0.306010,TRUE
SUPERBIRD 6,28218,2004-011A,"April 16, 2004",1447.8,7.3° E,TRACK IT,7.3,SUPERBIRD 6,Japan,7.3° E,-0.133986,-0.306231,TRUE
ANIK A1 (TELESAT 1),6278,1972-090A,"November 10, 1972",1457.1,8.4° E,TRACK IT,8.4,ANIK A1 (TELESAT 1),Canada,8.4° E,-0.114937,-0.306969,TRUE
NSS 703 (INTELSAT 703),23305,1994-064A,"October 6, 1994",1450,8.5° E,TRACK IT,8.5,NSS 703 (INTELSAT 703),SES,8.5° E,-0.113203,-0.307031,TRUE
EUTELSAT 9B,41310,2016-005A,"January 29, 2016",1436.1,8.9° E,TRACK IT,8.9,EUTELSAT 9B,Europe,8.9° E,-0.106264,-0.307267,TRUE
EUTE KA SAT 9A (KA SAT),37258,2010-069A,"December 26, 2010",1436.1,9° E,TRACK IT,9,EUTE KA SAT 9A (KA SAT),Europe,9° E,-0.104528,-0.307324,TRUE
EUTE HOT BIRD 13A (HB 6),27499,2002-038A,"August 21, 2002",1449.7,9.3° E,TRACK IT,9.3,EUTE HOT BIRD 13A (HB 6),Europe,9.3° E,-0.099320,-0.307489,TRUE
METEOSAT 10 (MSG 3),38552,2012-035B,"July 5, 2012",1436.2,9.7° E,TRACK IT,9.7,METEOSAT 10 (MSG 3),Europe,9.7° E,-0.092371,-0.307696,TRUE
OPS 4966,7963,1975-055A,"June 18, 1975",1436.7,9.9° E,TRACK IT,9.9,OPS 4966,United States,9.9° E,-0.088894,-0.307794,TRUE
EUTE 10A (EUTE W2A),34710,2009-016A,"April 3, 2009",1436,10° E,TRACK IT,10,EUTE 10A (EUTE W2A),Europe,10° E,-0.087156,-0.307841,TRUE
ECHOSTAR 21,42749,2017-032A,"June 8, 2017",1436.1,10.2° E,TRACK IT,10.2,ECHOSTAR 21,United States,10.2° E,-0.083678,-0.307933,TRUE
ANGOSAT 1,43087,2017-086A,"December 26, 2017",1449,10.3° E,TRACK IT,10.3,ANGOSAT 1,Angola,10.3° E,-0.081939,-0.307978,TRUE
GSTAR 4,20946,1990-100B,"November 20, 1990",1452.4,11.5° E,TRACK IT,11.5,GSTAR 4,United States,11.5° E,-0.061049,-0.308441,TRUE
SICRAL 1B,34810,2009-020A,"April 20, 2009",1436.1,12.7° E,TRACK IT,12.7,SICRAL 1B,Italy,12.7° E,-0.040132,-0.308768,TRUE
EUTE HOT BIRD 13B (HB 8),29270,2006-032A,"August 4, 2006",1436.1,13° E,TRACK IT,13,EUTE HOT BIRD 13B (HB 8),Europe,13° E,-0.034899,-0.308829,TRUE
EUTE 9A (HB 7A),28946,2006-007B,"March 11, 2006",1436.1,13° E,TRACK IT,13,EUTE 9A (HB 7A),Europe,13° E,-0.034899,-0.308829,TRUE
EUTE HOT BIRD 13C (HB 9),33459,2008-065A,"December 20, 2008",1436.1,13° E,TRACK IT,13,EUTE HOT BIRD 13C (HB 9),Europe,13° E,-0.034899,-0.308829,TRUE
COMSATBW-2,36582,2010-021B,"May 21, 2010",1436.1,13.2° E,TRACK IT,13.2,COMSATBW-2,Germany,13.2° E,-0.031411,-0.308865,TRUE
USA 28,18583,1987-097A,"November 29, 1987",1463.6,13.2° E,TRACK IT,13.2,USA 28,United States,13.2° E,-0.031411,-0.308865,TRUE
HYLAS 1,37237,2010-065A,"November 26, 2010",1436.1,13.8° E,TRACK IT,13.8,HYLAS 1,United Kingdom,13.8° E,-0.020942,-0.308949,TRUE
CS 3A,18877,1988-012A,"February 19, 1988",1467.3,14° E,TRACK IT,14,CS 3A,Japan,14° E,-0.017452,-0.308970,TRUE
RADUGA 29,22557,1993-013A,"March 25, 1993",1435.6,15.4° E,TRACK IT,15.4,RADUGA 29,Russia,15.4° E,0.006981,-0.309009,TRUE
BSAT-2C,27830,2003-028A,"June 11, 2003",1451.6,15.4° E,TRACK IT,15.4,BSAT-2C,Japan,15.4° E,0.006981,-0.309009,TRUE
CHINASAT 5 (SPACENET 1),14985,1984-049A,"May 23, 1984",1440.1,15.5° E,TRACK IT,15.5,CHINASAT 5 (SPACENET 1),China,15.5° E,0.008727,-0.309005,TRUE
GEOS 2,10981,1978-071A,"July 14, 1978",1449,15.6° E,TRACK IT,15.6,GEOS 2,Europe,15.6° E,0.010472,-0.309000,TRUE
EUTE 16A (EUTE W3C),37836,2011-057A,"October 7, 2011",1436.1,16° E,TRACK IT,16,EUTE 16A (EUTE W3C),Europe,16° E,0.017452,-0.308970,TRUE
TIANLIAN 1-03,38730,2012-040A,"July 25, 2012",1436.1,16.8° E,TRACK IT,16.8,TIANLIAN 1-03,China,16.8° E,0.031411,-0.308865,TRUE
GOES 7,17561,1987-022A,"February 26, 1987",1441.4,16.9° E,TRACK IT,16.9,GOES 7,United States,16.9° E,0.033155,-0.308847,TRUE
ABS 3,24901,1997-042A,"August 19, 1997",1450.7,18.6° E,TRACK IT,18.6,ABS 3,China,18.6° E,0.062791,-0.308407,TRUE
SATCOM 1,8476,1975-117A,"December 13, 1975",1445.7,18.9° E,TRACK IT,18.9,SATCOM 1,United States,18.9° E,0.068015,-0.308301,TRUE
USA 164,27168,2002-001A,"January 14, 2002",1436.1,19° E,TRACK IT,19,USA 164,United States,19° E,0.069756,-0.308264,TRUE
SICRAL 1,26694,2001-005A,"February 7, 2001",1436.1,19° E,TRACK IT,19,SICRAL 1,Italy,19° E,0.069756,-0.308264,TRUE
AMAZONAS,28393,2004-031A,"August 4, 2004",1462.6,19.1° E,TRACK IT,19.1,AMAZONAS,Spain,19.1° E,0.071497,-0.308226,TRUE
ASTRA 1L,31306,2007-016A,"May 4, 2007",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1L,SES,19.2° E,0.073238,-0.308187,TRUE
